ID,City,Date,Season,MatchNumber,Team1,Team2,Venue,TossWinner,TossDecision,SuperOver,WinningTeam,WonBy,Margin,method,Player_of_Match,Team1Players,Team2Players,Umpire1,Umpire2
1216522,Sydney,2020-10-17,2020/21,33,South Africa,Bangladesh,Old Trafford Cricket Ground,South Africa,bat,N,South Africa,Wickets,7.0,,Quinton de Kock,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Richard Kettleborough,Marais Erasmus
1216509,Lahore,2020-10-17,2020/21,34,Sri Lanka,India,Old Trafford Cricket Ground,India,bat,N,India,Wickets,5.0,,Rohit Sharma,"Kane Williamson, Trent Boult, Devon Conway","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Marais Erasmus,Paul Reiffel
1216507,Ahmedabad,2020-10-11,2020/21,26,Pakistan,India,Eden Gardens,India,bat,N,India,Wickets,5.0,,Rohit Sharma,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Aleem Dar,Marais Erasmus
1216501,Manchester,2020-10-07,2020/21,21,Australia,England,Melbourne Cricket Ground,Australia,bat,N,Australia,Runs,10.0,,David Warner,"Pat Cummins, Steve Smith, David Warner","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Marais Erasmus,Aleem Dar
1216514,Kolkata,2020-10-03,2020/21,15,Afghanistan,Pakistan,Adelaide Oval,Afghanistan,bat,N,Afghanistan,Wickets,8.0,,Rahmanullah Gurbaz,"Pat Cummins, Steve Smith, David Warner","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Rod Tucker,Chris Gaffaney
1178423,Kolkata,2019-04-29,2019,48,Pakistan,New Zealand,The Oval,Pakistan,field,N,Pakistan,Runs,45.0,,Babar Azam,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Joe Root, Ben Stokes, Jos Buttler",Kumar Dharmasena,Paul Reiffel
1178411,Adelaide,2019-04-20,2019,36,Australia,West Indies,Lord's Cricket Ground,West Indies,field,N,West Indies,Wickets,5.0,,Nicholas Pooran,"Pat Cummins, Steve Smith, David Warner","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Chris Gaffaney,Paul Reiffel
1175372,Melbourne,2019-04-05,2019,17,Pakistan,India,Sher-e-Bangla National Stadium,India,field,N,Pakistan,Wickets,5.0,,Babar Azam,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Aleem Dar,Paul Reiffel
1175366,Mumbai,2019-03-31,2019,11,England,Bangladesh,Old Trafford Cricket Ground,Bangladesh,field,N,Bangladesh,Runs,118.0,,Shakib Al Hasan,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Richard Kettleborough,Chris Gaffaney
1175361,Lahore,2019-03-27,2019,6,India,Bangladesh,The Oval,India,field,N,India,Runs,28.0,,Virat Kohli,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Marais Erasmus,Rod Tucker
1136614,Adelaide,2018-05-19,2018,54,West Indies,New Zealand,Lord's Cricket Ground,New Zealand,bat,N,New Zealand,Wickets,5.0,,Devon Conway,"Pat Cummins, Steve Smith, David Warner","Kane Williamson, Trent Boult, Devon Conway",Richard Kettleborough,Chris Gaffaney
1136608,Melbourne,2018-05-14,2018,48,South Africa,Pakistan,Sher-e-Bangla National Stadium,Pakistan,field,N,Pakistan,Wickets,10.0,,Babar Azam,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Pat Cummins, Steve Smith, David Warner",Marais Erasmus,Rod Tucker
1136604,Ahmedabad,2018-05-12,2018,44,New Zealand,Bangladesh,The Oval,Bangladesh,field,N,New Zealand,Runs,31.0,,Devon Conway,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Kane Williamson, Trent Boult, Devon Conway",Rod Tucker,Nitin Menon
1136602,Dhaka,2018-05-10,2018,42,Sri Lanka,Australia,Eden Gardens,Sri Lanka,bat,N,Sri Lanka,Wickets,9.0,,Wanindu Hasaranga,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Paul Reiffel,Aleem Dar
1136596,Kolkata,2018-05-05,2018,36,Australia,South Africa,Wankhede Stadium,Australia,bat,N,Australia,Wickets,7.0,,David Warner,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Pat Cummins, Steve Smith, David Warner",Aleem Dar,Chris Gaffaney
1136590,Adelaide,2018-04-30,2018,30,Afghanistan,India,Adelaide Oval,Afghanistan,field,N,Afghanistan,Runs,13.0,,Rahmanullah Gurbaz,"Joe Root, Ben Stokes, Jos Buttler","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Richard Kettleborough,Paul Reiffel
1136565,Dhaka,2018-04-10,2018,5,West Indies,New Zealand,Narendra Modi Stadium,West Indies,field,N,West Indies,Wickets,5.0,,Shimron Hetmyer,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Pat Cummins, Steve Smith, David Warner",Marais Erasmus,Rod Tucker
1082646,Mumbai,2017-05-14,2017,56,India,New Zealand,Adelaide Oval,New Zealand,bat,N,New Zealand,Runs,10.0,,Devon Conway,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Kane Williamson, Trent Boult, Devon Conway",Rod Tucker,Nitin Menon
1082645,Mumbai,2017-05-14,2017,55,India,Sri Lanka,Sher-e-Bangla National Stadium,India,field,N,India,Wickets,9.0,,Virat Kohli,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Marais Erasmus,Kumar Dharmasena
1082640,Mumbai,2017-05-10,2017,50,Australia,New Zealand,Gaddafi Stadium,Australia,field,N,Australia,Wickets,2.0,,Pat Cummins,"Pat Cummins, Steve Smith, David Warner","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Richard Kettleborough,Nitin Menon
1082633,Mumbai,2017-05-05,2017,43,Bangladesh,India,Gaddafi Stadium,India,field,N,India,Runs,19.0,,Virat Kohli,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Kumar Dharmasena,Chris Gaffaney
1082609,London,2017-04-17,2017,19,New Zealand,India,Adelaide Oval,India,field,N,India,Runs,5.0,,Virat Kohli,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Kane Williamson, Trent Boult, Devon Conway",Rod Tucker,Paul Reiffel
1082594,Lahore,2017-04-08,2017,4,Bangladesh,England,Melbourne Cricket Ground,Bangladesh,field,N,Bangladesh,Wickets,6.0,,Mustafizur Rahman,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Joe Root, Ben Stokes, Jos Buttler",Richard Kettleborough,Kumar Dharmasena
1082593,Sydney,2017-04-07,2017,3,West Indies,New Zealand,Eden Gardens,New Zealand,field,N,West Indies,Wickets,10.0,,Shimron Hetmyer,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Kane Williamson, Trent Boult, Devon Conway",Kumar Dharmasena,Rod Tucker
1082591,Mumbai,2017-04-05,2017,1,West Indies,Australia,Adelaide Oval,West Indies,field,N,West Indies,Runs,35.0,,Shimron Hetmyer,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Kumar Dharmasena,Chris Gaffaney
981017,Adelaide,2016-05-27,2016,Qualifier 2,Afghanistan,Pakistan,Eden Gardens,Afghanistan,field,N,Afghanistan,Wickets,4.0,,Rashid Khan,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Aleem Dar,Paul Reiffel
981013,Lahore,2016-05-24,2016,Qualifier 1,Bangladesh,India,Sher-e-Bangla National Stadium,India,field,N,India,Wickets,4.0,,Jasprit Bumrah,"Kane Williamson, Trent Boult, Devon Conway","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Marais Erasmus,Paul Reiffel
981003,Sydney,2016-05-20,2016,52,Afghanistan,Australia,Old Trafford Cricket Ground,Australia,field,N,Australia,Wickets,6.0,,Steve Smith,"Kane Williamson, Trent Boult, Devon Conway","Pat Cummins, Steve Smith, David Warner",Aleem Dar,Richard Kettleborough
980989,Dhaka,2016-05-14,2016,45,India,New Zealand,Narendra Modi Stadium,New Zealand,bat,N,New Zealand,Wickets,8.0,D/L,Kane Williamson,"Kane Williamson, Trent Boult, Devon Conway","Pat Cummins, Steve Smith, David Warner",Chris Gaffaney,Marais Erasmus
980981,Ahmedabad,2016-05-11,2016,41,West Indies,Sri Lanka,Narendra Modi Stadium,West Indies,field,N,West Indies,Wickets,6.0,,Jason Holder,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Paul Reiffel,Marais Erasmus
980975,Adelaide,2016-05-08,2016,38,New Zealand,South Africa,Wankhede Stadium,South Africa,field,N,South Africa,Wickets,5.0,,Kagiso Rabada,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Quinton de Kock, Kagiso Rabada, Aiden Markram",Richard Kettleborough,Paul Reiffel
980951,London,2016-04-30,2016,26,Afghanistan,England,Narendra Modi Stadium,Afghanistan,field,N,Afghanistan,Runs,27.0,,Rahmanullah Gurbaz,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Pat Cummins, Steve Smith, David Warner",Chris Gaffaney,Marais Erasmus
980943,Lahore,2016-04-26,2016,22,Australia,England,Wankhede Stadium,Australia,field,N,Australia,Runs,34.0,D/L,Pat Cummins,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Pat Cummins, Steve Smith, David Warner",Paul Reiffel,Marais Erasmus
980911,Dhaka,2016-04-14,2016,6,Afghanistan,India,Eden Gardens,Afghanistan,bat,N,Afghanistan,Wickets,7.0,,Rahmanullah Gurbaz,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Nitin Menon,Rod Tucker
829819,Sydney,2015-05-20,2015,Eliminator,Australia,West Indies,Melbourne Cricket Ground,Australia,bat,N,Australia,Runs,71.0,,David Warner,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Pat Cummins, Steve Smith, David Warner",Nitin Menon,Rod Tucker
829813,Adelaide,2015-05-17,2015,55,Australia,England,Wankhede Stadium,Australia,field,,Australia,NoResults,,,Pat Cummins,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Pat Cummins, Steve Smith, David Warner",Nitin Menon,Aleem Dar
829799,Lahore,2015-05-11,2015,48,India,South Africa,The Oval,India,bat,N,India,Runs,5.0,,Virat Kohli,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Marais Erasmus,Aleem Dar
829785,Adelaide,2015-05-06,2015,40,Pakistan,West Indies,Lord's Cricket Ground,Pakistan,field,N,Pakistan,Runs,138.0,,Babar Azam,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Aleem Dar,Kumar Dharmasena
829753,London,2015-04-25,2015,24,Bangladesh,England,Melbourne Cricket Ground,England,bat,N,England,Runs,97.0,,Jos Buttler,"Joe Root, Ben Stokes, Jos Buttler","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Kumar Dharmasena,Paul Reiffel
829747,Dhaka,2015-04-23,2015,21,South Africa,Bangladesh,Sher-e-Bangla National Stadium,South Africa,field,N,South Africa,Runs,37.0,,Kagiso Rabada,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Quinton de Kock, Kagiso Rabada, Aiden Markram",Paul Reiffel,Nitin Menon
734037,Adelaide,2014-05-24,2014,54,Bangladesh,Sri Lanka,Eden Gardens,Bangladesh,field,N,Bangladesh,Wickets,4.0,,Tamim Iqbal,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Paul Reiffel,Aleem Dar
734015,Sydney,2014-05-18,2014,43,Bangladesh,Afghanistan,The Oval,Afghanistan,bat,N,Afghanistan,Wickets,7.0,,Rashid Khan,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Nitin Menon,Chris Gaffaney
734003,Sydney,2014-05-13,2014,37,England,Pakistan,Narendra Modi Stadium,England,bat,N,England,Wickets,5.0,,Ben Stokes,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Joe Root, Ben Stokes, Jos Buttler",Kumar Dharmasena,Nitin Menon
598069,Adelaide,2013-05-19,2013,72,England,Pakistan,Narendra Modi Stadium,Pakistan,bat,N,Pakistan,Wickets,5.0,,Mohammad Rizwan,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Babar Azam, Shaheen Afridi, Mohammad Rizwan",Chris Gaffaney,Nitin Menon
598057,Mumbai,2013-05-12,2013,60,Australia,Sri Lanka,Adelaide Oval,Sri Lanka,field,N,Sri Lanka,Wickets,5.0,,Kusal Mendis,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Quinton de Kock, Kagiso Rabada, Aiden Markram",Rod Tucker,Chris Gaffaney
598036,Melbourne,2013-04-29,2013,40,South Africa,Pakistan,Adelaide Oval,Pakistan,field,N,Pakistan,Wickets,4.0,,Shaheen Afridi,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Kane Williamson, Trent Boult, Devon Conway",Kumar Dharmasena,Nitin Menon
598033,Dhaka,2013-04-27,2013,37,Sri Lanka,Bangladesh,Narendra Modi Stadium,Bangladesh,bat,N,Bangladesh,Runs,58.0,,Tamim Iqbal,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Nitin Menon,Kumar Dharmasena
598032,Mumbai,2013-04-27,2013,36,Sri Lanka,New Zealand,The Oval,New Zealand,bat,N,Sri Lanka,Wickets,8.0,,Pathum Nissanka,"Kane Williamson, Trent Boult, Devon Conway","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Marais Erasmus,Nitin Menon
598029,Adelaide,2013-04-24,2013,33,Sri Lanka,England,Adelaide Oval,England,bat,N,England,Wickets,5.0,,Ben Stokes,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Joe Root, Ben Stokes, Jos Buttler",Chris Gaffaney,Rod Tucker
598027,Dhaka,2013-04-23,2013,31,South Africa,Afghanistan,Wankhede Stadium,Afghanistan,field,N,Afghanistan,Runs,130.0,,Mohammad Nabi,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Joe Root, Ben Stokes, Jos Buttler",Marais Erasmus,Paul Reiffel
598023,London,2013-04-20,2013,27,England,India,The Oval,India,field,N,India,Wickets,7.0,,Rohit Sharma,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Joe Root, Ben Stokes, Jos Buttler",Kumar Dharmasena,Marais Erasmus
598020,Kolkata,2013-04-18,2013,24,South Africa,Afghanistan,Eden Gardens,Afghanistan,bat,N,Afghanistan,Runs,86.0,,Rashid Khan,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Joe Root, Ben Stokes, Jos Buttler",Richard Kettleborough,Nitin Menon
598009,Mumbai,2013-04-11,2013,13,West Indies,South Africa,Old Trafford Cricket Ground,South Africa,bat,N,South Africa,Wickets,7.0,,Aiden Markram,"Kane Williamson, Trent Boult, Devon Conway","Quinton de Kock, Kagiso Rabada, Aiden Markram",Nitin Menon,Kumar Dharmasena
598002,Sydney,2013-04-06,2013,5,South Africa,West Indies,Wankhede Stadium,West Indies,bat,N,West Indies,Runs,9.0,,Shimron Hetmyer,"Pat Cummins, Steve Smith, David Warner","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Chris Gaffaney,Nitin Menon
548378,Manchester,2012-05-22,2012,Qualifier 1,Afghanistan,Sri Lanka,Gaddafi Stadium,Sri Lanka,bat,N,Sri Lanka,Runs,18.0,,Pathum Nissanka,"Joe Root, Ben Stokes, Jos Buttler","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Richard Kettleborough,Paul Reiffel
548365,Dhaka,2012-05-13,2012,60,India,South Africa,Melbourne Cricket Ground,South Africa,bat,N,South Africa,Runs,45.0,,Quinton de Kock,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Quinton de Kock, Kagiso Rabada, Aiden Markram",Paul Reiffel,Nitin Menon
548364,Kolkata,2012-05-12,2012,59,Pakistan,South Africa,Eden Gardens,South Africa,field,N,South Africa,Wickets,9.0,,Aiden Markram,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Quinton de Kock, Kagiso Rabada, Aiden Markram",Aleem Dar,Kumar Dharmasena
548359,Ahmedabad,2012-05-08,2012,53,Bangladesh,West Indies,Lord's Cricket Ground,West Indies,field,N,West Indies,Runs,25.0,,Jason Holder,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Chris Gaffaney,Marais Erasmus
548354,Adelaide,2012-05-05,2012,48,New Zealand,Afghanistan,Gaddafi Stadium,New Zealand,bat,N,New Zealand,Runs,43.0,,Kane Williamson,"Joe Root, Ben Stokes, Jos Buttler","Kane Williamson, Trent Boult, Devon Conway",Aleem Dar,Paul Reiffel
548350,Kolkata,2012-05-02,2012,44,Bangladesh,West Indies,Eden Gardens,Bangladesh,field,N,Bangladesh,Wickets,4.0,,Mustafizur Rahman,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Pat Cummins, Steve Smith, David Warner",Chris Gaffaney,Paul Reiffel
548337,London,2012-04-24,2012,31,England,Afghanistan,Old Trafford Cricket Ground,Afghanistan,bat,N,Afghanistan,Wickets,8.0,,Rashid Khan,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Richard Kettleborough,Rod Tucker
548324,Manchester,2012-04-15,2012,18,New Zealand,Afghanistan,Old Trafford Cricket Ground,Afghanistan,bat,N,Afghanistan,Runs,59.0,,Rashid Khan,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Pat Cummins, Steve Smith, David Warner",Marais Erasmus,Nitin Menon
548322,Kolkata,2012-04-14,2012,16,Pakistan,Bangladesh,Melbourne Cricket Ground,Pakistan,bat,N,Pakistan,Wickets,7.0,,Mohammad Rizwan,"Joe Root, Ben Stokes, Jos Buttler","Babar Azam, Shaheen Afridi, Mohammad Rizwan",Chris Gaffaney,Marais Erasmus
548319,London,2012-04-12,2012,14,Pakistan,West Indies,Narendra Modi Stadium,Pakistan,field,N,Pakistan,Wickets,7.0,,Shaheen Afridi,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Babar Azam, Shaheen Afridi, Mohammad Rizwan",Nitin Menon,Kumar Dharmasena
548318,London,2012-04-12,2012,13,Sri Lanka,South Africa,Narendra Modi Stadium,South Africa,bat,N,South Africa,Wickets,5.0,,Quinton de Kock,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Rod Tucker,Nitin Menon
501256,Ahmedabad,2011-05-14,2011,59,New Zealand,India,Adelaide Oval,New Zealand,bat,N,New Zealand,Runs,10.0,,Trent Boult,"Kane Williamson, Trent Boult, Devon Conway","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Nitin Menon,Aleem Dar
501253,Ahmedabad,2011-05-12,2011,56,New Zealand,Afghanistan,Lord's Cricket Ground,New Zealand,bat,N,New Zealand,Runs,18.0,,Kane Williamson,"Pat Cummins, Steve Smith, David Warner","Kane Williamson, Trent Boult, Devon Conway",Aleem Dar,Richard Kettleborough
501252,Dhaka,2011-05-11,2011,55,England,Pakistan,Sher-e-Bangla National Stadium,England,field,N,England,Wickets,9.0,,Ben Stokes,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Joe Root, Ben Stokes, Jos Buttler",Paul Reiffel,Richard Kettleborough
501241,Manchester,2011-05-04,2011,44,India,Afghanistan,Eden Gardens,Afghanistan,field,N,Afghanistan,Runs,21.0,,Rahmanullah Gurbaz,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Aleem Dar,Paul Reiffel
501239,London,2011-05-03,2011,42,India,West Indies,Adelaide Oval,West Indies,field,N,India,Runs,20.0,,Virat Kohli,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Paul Reiffel,Rod Tucker
